article_id,N_sentence,lstm_v_sent
111111132,14,3.7117265e-05
111111132,15,7.467164000000001e-05
111111132,16,1.801543e-05
111111132,17,0.00016226288
111111132,18,6.839169000000001e-06
111111132,19,0.00016894923
111111132,20,0.43064222
111111132,21,0.55724895
111111132,22,0.00026367033999999997
111111132,23,0.0074897916
111111132,24,5.4032105e-05
111111132,25,0.00049417134
111111132,26,0.43064222
111111132,27,0.02705986
111111132,28,0.43064222
111111132,29,4.4551599999999995e-05
111111132,30,0.0063448236
111111132,31,0.7503526999999999
111111132,32,0.43064222
111111132,33,3.101664e-05
111111132,34,0.43064222
111111132,35,0.9992591999999999
111111132,36,0.90504855
111111132,37,0.43064222
111111132,38,0.8277226000000001
111111132,39,0.6795982
111111132,40,0.00022849535
111111132,41,0.39175138
111111132,42,0.001783729
111111132,43,0.06272232
111111132,44,0.43064222
111111132,45,6.952927e-05
111111132,46,0.0005647323000000001
111111132,47,0.9556690000000001
111111132,48,0.72106665
111111132,49,0.045663048
111111132,50,0.0179949
111111132,51,0.9522918
111111132,52,0.0017765539
111111132,53,0.6820903
111111132,54,0.43064222
111111132,55,0.8327631999999999
111111132,56,0.9353453000000002
111111132,57,0.43064222
111111132,58,0.008457691
111111132,59,0.40958843
111111132,60,0.72132516
111111132,61,0.0004152815
111111132,62,0.0012763834
111111132,63,0.91067255
111111132,64,0.0028019953000000004
111111132,65,0.0006157303
111111132,66,0.00026352107000000006
111111132,67,0.9977081
111111132,68,0.0005145079
111111132,69,0.9412186
111111132,70,0.43064222
111111132,71,0.92411566
111111132,72,0.010095794
111111132,73,0.0038050959999999996
111111132,74,0.0015618765
111111132,75,0.43064222
111111132,76,0.82398564
111111132,77,6.972493400000001e-05
111111132,78,0.43064222
111111132,79,0.097308695
111111132,80,6.620696e-05
111111132,81,1.5896048e-05
111111132,82,0.43064222
111111132,83,0.042947948
111111132,84,0.90583676
111111132,85,0.0001357114
111111132,86,0.07678317
111111132,87,0.43064222
111111132,88,0.43064222
111111132,89,0.00014016207
111111132,90,0.0041676373
111111132,91,0.43064222
111111132,92,0.0013537967000000002
111111132,93,0.43064222
111111132,94,3.891652e-05
111111132,95,0.43064222
111111132,96,0.9487184999999999
111111132,97,0.00043480476999999997
111111132,98,4.6873825e-05
111111132,99,0.9619293999999999
111111132,100,0.0011628092
111111132,101,0.0011544214
111111132,102,0.43064222
111111132,103,0.0007394507
111111132,104,0.43064222
111111132,105,0.00050986535
111111132,106,0.25734177
111111132,107,0.30791265
111111132,108,0.43064222
111111132,109,0.021924157000000003
111111132,110,0.9670665
111111132,111,0.0040509890000000005
111111132,112,0.0004962443
111111132,113,0.43064222
111111132,114,0.00022811876
111111132,115,1.5362573e-05
111111132,116,0.00055550697
111111132,117,0.37692624
111111132,118,0.43064222
111111132,119,0.00011713873400000001
111111132,120,0.009269625
111111132,121,5.2533607e-05
111111132,122,0.43064222
111111132,123,0.0066642514000000005
111111132,124,0.8895306000000001
111111132,125,0.95083225
111111132,126,4.0498990000000006e-05
111111132,127,0.0012467733
111111132,128,0.43064222
111111132,129,0.43064222
111111132,130,0.9237450999999999
111111132,131,0.43064222
111111132,132,0.052564807000000005
111111132,133,0.8124111999999999
111111132,134,0.19168691
111111132,135,0.0070553753000000006
111111132,136,0.43064222
111111132,137,0.99979883
111111132,138,0.0018494326999999998
111111132,139,0.43064222
111111132,140,6.457181999999999e-05
111111132,141,0.43064222
111111132,142,0.00046297855000000004
111111132,143,0.025439192000000003
111111132,144,0.12583591
111111132,145,0.43064222
111111132,146,0.0046764305
111111132,147,0.00018617019000000001
111111132,148,0.43064222
111111132,149,0.0146032395
111111132,150,0.43064222
111111132,151,0.73495674
111111132,152,0.037861413999999996
111111132,153,0.025917584
111111132,154,0.9128968000000001
111111132,155,0.43064222
111111132,156,0.43064222
111111132,157,0.43064222
111111134,1,0.0031951821999999996
111111134,2,0.43064222
111111134,3,0.999574
111111134,4,0.15105222
111111134,5,0.43064222
111111134,6,0.31413063
111111134,7,0.0043956386
111111134,8,0.43064222
111111134,9,0.00018746466
111111134,10,0.43064222
111111134,11,0.43064222
111111134,12,0.9998087
111111134,13,0.005527535
111111134,14,0.0007210589
111111134,15,0.86521876
111111134,16,0.43064222
111111134,17,0.9994821
111111134,18,0.43064222
111111134,19,0.40648618
111111134,20,0.43064222
111111134,21,9.8673765e-05
111111134,22,0.018084338000000002
111111134,23,0.98776966
111111134,24,0.43064222
111111134,25,0.04233825
111111134,26,0.43064222
111111134,27,1.9895655e-05
111111134,28,1.9925143e-05
111111134,29,0.43064222
111111134,30,0.43958485
111111134,31,0.43064222
111111134,32,0.43064222
111111134,33,0.43064222
111111134,34,0.43064222
111111137,1,0.003242428
111111137,2,0.43064222
111111137,3,0.96167487
111111137,4,0.43064222
111111137,5,1.9990635e-05
111111137,6,0.43064222
111111137,7,0.0005158104
111111137,8,0.43064222
111111137,9,9.531838e-06
111111137,10,0.0015660729
111111137,11,0.0002495321
111111137,12,0.43064222
111111137,13,4.356553e-05
111111137,14,0.43064222
111111137,15,0.7130369000000001
111111137,16,0.03245172
111111137,17,0.43064222
111111137,18,0.001155887
111111137,19,0.0006269011599999999
111111137,20,4.560354e-05
111111137,21,0.00042757293
111111137,22,0.004642897
111111137,23,0.00010553398000000001
111111137,24,0.43064222
111111137,25,2.0376452e-05
111111137,26,0.0008104337
111111137,27,0.43064222
111111137,28,0.10304195
111111137,29,0.99532723
111111137,30,0.43064222
111111137,31,0.000586345
111111137,32,0.43064222
111111137,33,0.9996531999999999
111111137,34,0.0005937876999999999
111111137,35,0.43064222
111111137,36,0.0032889705999999998
111111137,37,0.43064222
111111137,38,0.000109840104
111111137,39,0.43064222
111111137,40,0.0006598723700000001
111111137,41,0.43064222
111111137,42,0.7798361
111111137,43,0.00019290650000000002
111111137,44,0.43064222
111111137,45,0.00017265501
111111137,46,0.43064222
111111137,47,0.0034952126
111111137,48,0.43064222
111111137,49,0.0016987254999999998
111111137,50,6.6961898e-06
111111137,51,0.43064222
111111137,52,0.43064222
694327499,1,0.759282
694327499,2,0.759282
694327499,3,0.00037194008
694327499,4,0.43064222
694327499,5,0.99412185
694327499,6,8.634875e-06
694327499,7,3.2609937000000002e-06
694327499,8,5.2005425e-06
694327499,9,0.43064222
694327499,10,8.6523905e-05
694327499,11,3.5308807e-05
694327499,12,0.97335804
694327499,13,0.0005615126999999999
694327499,14,0.0009826125
694327499,15,0.59222686
694327499,16,0.0004563405
694327499,17,0.0048014564
694327499,18,0.00029941502999999997
694327499,19,0.00036667852
694327499,20,2.5205221e-05
694327499,21,0.00032625627
694327499,22,0.9329470999999999
694327499,23,0.43064222
694327499,24,0.006903514300000001
694327499,25,0.0034779478
694327499,26,0.9941869000000001
694327499,27,0.43064222
694327499,28,0.99979
694327499,29,0.0029415356
694327499,30,0.43064222
694327499,31,0.00020056003
694327499,32,0.0017808429
694327499,33,0.9935493000000001
694327499,34,0.43064222
694327499,35,0.0016694416
694327499,36,0.43064222
694327499,37,0.43064222
694327499,38,0.6791215
694327499,39,0.000109217624
694327499,40,0.012714745
694327499,41,0.43064222
694327499,42,0.00047418554
694327499,43,7.5489893e-06
694327499,44,9.463182e-06
694327499,45,0.43064222
694327499,46,0.9999857
694327499,47,0.0058763563
694327499,48,0.43064222
694327499,49,0.06667251
694327499,50,0.09112419
694327499,51,0.9899714
694327499,52,0.008560195999999999
694327499,53,0.9999423000000001
694327499,54,0.00010847478600000001
694327499,55,0.6560090999999999
694327499,56,0.0005939999
694327499,57,0.43064222
694327499,58,0.759282
694327499,59,0.99773407
694327499,60,0.43064222
694327499,61,0.0002571013
694327499,62,0.43064222
694327499,63,6.9739435e-05
694327499,64,0.0017175905
694327499,65,0.00015473104999999998
694327499,66,3.0062815999999997e-05
694327499,67,0.43064222
694327499,68,0.0007217539999999999
694327499,69,0.001162895
694327499,70,0.0089811245
694327499,71,0.00014517475000000001
694327499,72,0.99996054
694327499,73,0.0011390185
694327499,74,0.43064222
694327499,75,0.9926219999999999
694327499,76,0.00028809236
694327499,77,0.010934778999999999
694327499,78,0.0019205860999999998
694327499,79,1.9564673e-05
694327499,80,0.00071162224
694327499,81,0.43064222
694327499,82,0.0011991702000000001
694327499,83,5.973592e-05
694327499,84,0.000773487
694327499,85,0.43064222
694327499,86,0.0052760933
694327499,87,0.00083439425
694327499,88,0.99999905
694327499,89,0.99610376
694327499,90,0.43064222
694811415,1,0.0034738898
694811415,2,0.43064222
694811415,3,0.00039218103999999997
694811415,4,4.466007000000001e-05
694811415,5,0.0026128239
694811415,6,0.9516393
694811415,7,0.41937709999999995
694811415,8,0.011034138
694811415,9,0.99999845
694811415,10,0.0025228373999999997
694811415,11,2.1026264e-05
694811415,12,0.9999982
694811415,13,0.92610776
694811415,14,3.7567097e-05
694811415,15,0.032056104
694811415,16,0.008744271999999999
694811415,17,0.0013819685
694811415,18,0.4689732
694811415,19,1.8347670000000002e-05
694811415,20,0.43064222
694811415,21,0.010435559
694811415,22,0.43064222
695108099,1,0.0003818017
695108099,2,0.43064222
695108099,3,0.00060629816
695108099,4,0.029955044
695108099,5,0.00405264
695108099,6,2.0928799999999998e-06
695108099,7,0.0053832857
695108099,8,0.00040197774
695108099,9,0.0007259103599999999
695108099,10,4.3795135e-05
695108099,11,4.6533158e-05
695108099,12,0.68446445
695108099,13,3.5851586e-05
695108099,14,0.93988544
695108099,15,5.0011713e-06
695108099,16,0.35382214
695108099,17,0.0013819685
695108099,18,0.4689732
695108099,19,1.8347670000000002e-05
695108099,20,0.43064222
695108099,21,0.010435559
695108099,22,0.43064222
695833178,1,0.9758253
695833178,2,0.43064222
695833178,3,3.843241299999999e-06
695833178,4,0.99935085
695833178,5,0.88156164
695833178,6,0.9904101999999999
695833178,7,0.99511343
695833178,8,0.0016878503
695833178,9,0.008153109
695833178,10,5.0011713e-06
695833178,11,3.747317e-05
695833178,12,8.861680000000001e-05
695833178,13,5.0011713e-06
695833178,14,4.0908933e-05
695833178,15,0.9998976
695833178,16,0.0012388964
695833178,17,0.0027391865999999996
695833178,18,0.9997018
695833178,19,0.0366151
695833178,20,1.2267754e-05
695833178,21,0.000468512
695833178,22,1.3672303999999999e-05
695833178,23,0.20089433
695833178,24,0.43064222
696246189,1,0.00043708475999999996
696246189,2,0.43064222
696246189,3,0.0007674715600000001
696246189,4,0.0016734344
696246189,5,1.3281148e-05
696246189,6,5.7730926e-05
696246189,7,0.00078619807
696246189,8,0.996445
696246189,9,0.0008758352
696246189,10,0.00039086370000000005
696246189,11,0.06979482
696246189,12,1.4371619e-05
696246189,13,1.4661821e-05
696246189,14,0.9176663
696246189,15,6.2019794e-06
696246189,16,0.0011125517999999999
696246189,17,1.3884456e-05
696246189,18,0.024667362
696246189,19,0.00018532749
696246189,20,2.1908043e-05
696246189,21,0.017799802
696246189,22,0.00082949275
696246189,23,7.1588045e-05
696246189,24,0.000110749854
696246189,25,0.0003849196
696246189,26,0.8887628000000001
696246189,27,0.8021573000000001
696246189,28,0.9991721
696246189,29,7.851759e-05
696246189,30,0.030390674
696246189,31,0.010485865
696246189,32,0.43064222
696246189,33,0.96999514
696246189,34,0.00013112104
696246189,35,0.43064222
696264594,1,0.00025374623
696264594,2,0.43064222
696264594,3,0.0001956236
696264594,4,0.0007617787
696264594,5,0.9896973
696264594,6,0.0025578032
696264594,7,1.4765599e-05
696264594,8,8.937113e-06
696264594,9,0.9870882
696264594,10,0.003499645
696264594,11,0.9999995
696264594,12,0.9999094999999999
696264594,13,0.0014632703
696264594,14,1.8860179000000002e-05
696264594,15,0.0006891648
696264594,16,0.0001578221
696264594,17,0.0031847868
696264594,18,0.03315545
696264594,19,0.0039597927
696264594,20,0.00036838182
696264594,21,0.00028863671000000003
696264594,22,0.00019165539
696264594,23,4.5863777e-05
696264594,24,8.101962e-05
696264594,25,4.5102235e-05
696264594,26,0.00071183924
696264594,27,0.00026515619999999997
696264594,28,3.2466356e-05
696264594,29,0.008684224
696264594,30,3.0431192000000002e-05
696264594,31,0.000468011
696264594,32,0.00034175932999999995
696264594,33,0.99564326
696264594,34,0.9999906999999999
696264594,35,0.99759763
696264594,36,7.377431e-05
696264594,37,3.7574297e-05
696264594,38,4.0744246e-05
696264594,39,3.065024e-05
696264594,40,2.61829e-05
696264594,41,9.727538e-05
696264594,42,7.620130999999999e-05
696264594,43,0.00020221096999999998
696264594,44,2.0877487000000002e-05
696264594,45,0.0008020736
696264594,46,0.0008574271
696264594,47,0.70287734
696264594,48,0.00040733660000000005
696264594,49,3.7756985e-05
696264594,50,0.006535075
696264594,51,0.000202478
696264594,52,0.0038107506
696264594,53,0.00076212065
696264594,54,4.202048299999999e-06
696264594,55,0.23980631
696264594,56,0.5093795
696264594,57,0.00020906898
696264594,58,0.00268689
696264594,59,0.9999882
696264594,60,0.0110035725
696264594,61,0.9809078999999999
696264594,62,0.0070114303000000005
696264594,63,0.00073607557
696264594,64,0.00020203425
696264594,65,5.2087944e-05
696264594,66,0.9993795
696264594,67,0.0015080285
696264594,68,0.00016248708
696264594,69,0.15403515
696264594,70,0.8242619000000001
696264594,71,0.030290939
696264594,72,2.4651968000000003e-05
696264594,73,4.0000472e-05
696264594,74,0.9988084
696264594,75,0.007835275
696264594,76,0.8544405
696264594,77,0.12530465
696264594,78,0.0065609883
696264594,79,0.0013329001000000002
696264594,80,0.43064222
696264594,81,0.00013667266000000003
696264594,82,0.000593023
696264594,83,0.00022443949000000002
696264594,84,0.032468874
696264594,85,0.0018350729000000002
696264594,86,0.0018437831
696264594,87,0.0002678245
696264594,88,0.43064222
696694316,1,0.0005872625
696694316,2,0.43064222
696694316,3,5.7026722e-05
696694316,4,7.893613e-06
696694316,5,0.38071683
696694316,6,0.0020478512
696694316,7,0.99994946
696694316,8,0.002544161
696694316,9,0.43064222
696694316,10,0.9993924999999999
696694316,11,0.00012811966999999998
696694316,12,0.00017335889999999998
696694316,13,4.6449895e-05
696694316,14,0.0004456838
696694316,15,8.683828999999999e-06
696694316,16,0.8685075000000001
696694316,17,0.0009277252000000001
696694316,18,0.43064222
696694316,19,0.015730383
696694316,20,0.0036034011
696694316,21,0.43064222
696694316,22,0.00011199654500000001
696694316,23,0.002085988
696694316,24,0.43064222
696694316,25,0.43064222
696694316,26,0.99994147
696694316,27,0.015642775
696694316,28,0.43064222
696694316,29,0.9999968000000001
696694316,30,0.9999325000000001
696694316,31,0.99985325
696694316,32,0.43064222
696694316,33,0.000109182736
696694316,34,0.99996984
696694316,35,0.9999021
696694316,36,0.43064222
696694316,37,0.001591445
696694316,38,0.008365278
696694316,39,0.0017026397
696694316,40,0.5875760999999999
696694316,41,0.00014659683999999998
696694316,42,0.05624989
696694316,43,0.43064222
696694316,44,0.0035461629999999997
696694316,45,0.00037723477
696694316,46,0.00034529218
696694316,47,0.00019541722
696694316,48,0.43064222
696694316,49,0.0020568997
696694316,50,0.035195224
696694316,51,0.43064222
696694316,52,1.0693786000000001e-05
696694316,53,0.00047629152000000003
696694316,54,0.00013034242
696694316,55,0.9998906999999999
696694316,56,0.43064222
696694316,57,0.00020238843999999996
696694316,58,0.00013785271
696694316,59,0.0005684773000000001
696694316,60,0.00015274168
696694316,61,0.9999962
696694316,62,0.43064222
696694316,63,0.99936765
696694316,64,0.43064222
696694316,65,0.43064222
696694316,66,9.9067394e-05
696694316,67,0.43064222
696694316,68,1.0313917e-05
696694316,69,2.6185422e-05
696694316,70,0.9809021000000001
696694316,71,0.9982658000000001
696694316,72,0.99729437
696694316,73,0.43064222
696694316,74,6.796751999999999e-05
696694316,75,1.1626586500000001e-05
696694316,76,0.0027550508
696694316,77,1.1376858999999999e-05
696694316,78,0.0011693321
696694316,79,0.00014362014
696694316,80,0.998481
696694316,81,0.0034986457
696694316,82,0.43064222
696694316,83,0.9997316999999999
696694316,84,0.0008887999000000001
696694316,85,0.08265038599999999
696694316,86,0.00020281169999999997
696694316,87,0.00038808445
696694316,88,0.43064222
696694316,89,0.00022425617000000001
696694316,90,0.03663024
696694316,91,0.0059095337
696694316,92,0.43064222
696694316,93,0.0014441265
696694316,94,0.0019934895
696694316,95,0.999835
696694316,96,0.9994049
696694316,97,0.43064222
696694316,98,0.00068242155
696694316,99,0.782042
696694316,100,0.0034480120000000003
696694316,101,5.721481e-05
696694316,102,0.0006758447999999999
696694316,103,0.99605644
696694316,104,0.43064222
696694316,105,0.015878232
696694316,106,0.00019934008
696694316,107,0.0032459036
696694316,108,0.43064222
696694316,109,0.43064222
696694316,110,0.43064222
696694316,111,0.43064222
696694316,112,0.005052399
696694316,113,0.002501648
696694316,114,0.43064222
696735702,1,0.05138065
696735702,2,0.43064222
696735702,3,0.98984444
696735702,4,0.0023263022
696735702,5,8.915415e-06
696735702,6,0.8345118
696735702,7,1.8480391999999998e-05
696735702,8,0.008423653
696735702,9,0.95237666
696735702,10,7.724276e-05
696735702,11,1.3292691e-05
696735702,12,2.4648984999999996e-05
696735702,13,5.3843694e-05
696735702,14,0.105622955
696735702,15,0.0009930511
696735702,16,1.3769683e-05
696735702,17,0.98703474
696735702,18,0.75867
696735702,19,0.0007556342
696735702,20,0.044933435
696735702,21,0.012853173999999998
696735702,22,2.8198156e-06
696735702,23,0.94143665
696735702,24,0.004658702
696735702,25,7.656951999999999e-05
696735702,26,0.9615471999999999
696735702,27,6.556706e-06
696735702,28,0.23534238
696735702,29,0.43064222
697063039,1,9.978659e-06
697063039,2,0.43064222
697063039,3,0.99996674
697063039,4,7.2928665e-06
697063039,5,4.5630513e-05
697063039,6,0.00018900061999999998
697063039,7,0.0065782727
697063039,8,9.735141e-06
697063039,9,0.018406635
697063039,10,0.016508145
697063039,11,0.99607736
697063039,12,0.99627364
697063039,13,0.0021374575
697063039,14,0.99991846
697063039,15,3.7516615999999996e-05
697063039,16,0.83653575
697063039,17,0.00025216077000000004
697063039,18,0.00046000277999999996
697063039,19,0.43064222
697444415,1,0.0023817546
697444415,2,0.43064222
697444415,3,0.9282224
697444415,4,0.9844019
697444415,5,0.84507704
697444415,6,0.8141133
697444415,7,1.0169939e-05
697444415,8,0.87674576
697444415,9,0.004254595
697444415,10,0.00025398150000000003
697444415,11,0.8450854
697444415,12,0.96326184
697444415,13,0.00043492578
697444415,14,0.00879017
697444415,15,0.00024855786
697444415,16,0.81445265
697444415,17,0.0005113103
697444415,18,0.005218318
697444415,19,0.02732782
697444415,20,0.04671916
697444415,21,0.43064222
697454736,1,7.752891e-06
697454736,2,0.43064222
697454736,3,0.0002797777
697454736,4,0.43064222
697454736,5,0.43064222
697454736,6,5.104804e-05
697454736,7,0.43064222
697454736,8,0.00020012316000000003
697454736,9,0.43064222
697454736,10,0.0006250497
697454736,11,0.00021421102000000001
697454736,12,0.99900264
697454736,13,0.7160995
697454736,14,1.6836584e-05
697454736,15,0.0063202614
697454736,16,0.43064222
697454736,17,0.17204988
697454736,18,0.0005624828599999999
697454736,19,6.4232204e-06
697454736,20,0.43064222
697454736,21,1.553554e-05
697454736,22,0.0047602216
697454736,23,0.43064222
697454736,24,4.2516059999999995e-05
697454736,25,1.6541862e-05
697454736,26,1.8999000000000002e-05
697454736,27,2.5211420000000002e-05
697454736,28,0.0005748818
697454736,29,0.97047955
697454736,30,4.9197075e-05
697454736,31,0.99077094
697454736,32,0.43064222
697454736,33,1.7991788e-05
697454736,34,0.0002287264
697454736,35,0.7677704000000001
697454736,36,3.2561173e-05
697454736,37,0.006301814
697454736,38,0.43064222
697454736,39,0.00022510835
697454736,40,5.7731477000000005e-06
